student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
119638,22,Female,Business,4.9,1.1,0.1,Yes,83.8,5.8,Fair,0,Master,High,4.9,Yes,4.0,4,5.0,No,0,7.9,Cafe,Yes,High,10,2,10,Auditory,6.7,91
120471,28,Other,Engineering,5.9,4.1,0.8,Yes,47.8,8.1,Good,0,Some College,High,7.800000000000001,Yes,3.6,7,8.8,No,0,12.4,Library,Yes,High,1,4,10,Kinesthetic,9.3,85
114678,18,Female,Business,5.6,3.4,3.8,No,84.9,5.2,Good,6,Master,Medium,6.3,No,4.0,5,3.2,No,2,13.4,Co-Learning Group,No,Medium,6,4,10,Kinesthetic,8.1,97
134863,18,Female,Biology,6.3,2.4,0.9,Yes,58.9,4.6,Poor,3,High School,Medium,5.5,Yes,3.21,3,4.0,No,3,11.0,Cafe,Yes,Low,5,4,10,Kinesthetic,5.9,79
161336,28,Female,Business,6.4,3.1,1.4,No,93.1,4.0,Good,5,Some College,Low,6.7,Yes,4.0,6,3.2,No,3,12.7,Cafe,Yes,Low,2,3,10,Auditory,4.1,99
165184,25,Female,Engineering,6.7,2.3,0.6,Yes,80.4,4.6,Poor,2,High School,Medium,10.0,No,3.41,4,6.3,No,4,10.2,Cafe,Yes,High,7,8,7,Visual,2.1,88
169591,23,Male,Psychology,5.6,2.7,0.6,Yes,42.8,6.4,Fair,4,PhD,High,7.0,Yes,4.0,5,5.4,No,4,9.6,Library,No,Low,3,5,10,Visual,3.9,100
124590,27,Other,Engineering,4.3,0.5,3.8,Yes,49.1,7.2,Fair,7,Master,High,8.3,No,3.26,5,2.6,No,3,9.6,Dorm,Yes,Medium,7,1,10,Kinesthetic,5.2,84
165563,25,Other,Arts,6.5,4.2,1.6,Yes,60.1,7.3,Good,4,Bachelor,Medium,7.4,Yes,4.0,1,2.0,No,0,13.1,Cafe,No,Low,5,8,7,Reading,3.5,100
136395,25,Other,Arts,6.9,2.7,2.6,No,65.0,7.7,Good,2,Some College,Medium,10.0,No,3.24,4,5.6,No,1,13.0,Cafe,No,Medium,4,8,7,Visual,5.9,71
131661,21,Female,Arts,2.3,3.7,3.1,No,41.5,7.2,Poor,7,Some College,Low,8.1,No,3.93,6,8.2,No,2,9.3,Quiet Room,Yes,Low,2,8,7,Visual,7.1,98
138361,17,Male,Biology,3.4,1.8,1.3,Yes,58.6,6.2,Poor,6,PhD,High,4.8,Yes,3.51,5,7.4,No,1,7.9,Library,Yes,Medium,5,7,8,Kinesthetic,3.8,88
137058,23,Male,Arts,1.6,1.5,1.3,Yes,98.4,6.3,Good,7,Master,Medium,9.1,Yes,2.76,7,3.4,No,3,6.3,Cafe,Yes,Low,6,5,10,Kinesthetic,2.6,60
102375,17,Male,Engineering,6.2,1.6,2.9,Yes,94.7,5.7,Good,3,PhD,Medium,5.1,Yes,2.83,7,7.4,No,0,12.4,Library,No,Medium,10,1,10,Visual,6.4,74
147478,28,Female,Psychology,4.9,1.6,1.9,Yes,69.9,6.6,Poor,0,PhD,Low,4.8,Yes,3.47,1,7.1,No,2,10.3,Quiet Room,Yes,High,2,6,9,Kinesthetic,3.5,92
154116,25,Other,Engineering,8.1,0.8,3.3,Yes,94.4,8.9,Good,6,Master,Medium,10.0,No,3.79,5,4.6,No,1,13.2,Cafe,No,Low,1,1,10,Auditory,8.0,90
179623,28,Other,Arts,5.3,4.6,2.7,Yes,78.1,9.8,Good,4,Some College,High,1.0,No,2.92,4,9.0,Yes,1,13.4,Library,Yes,High,10,1,10,Visual,3.3,73
140205,26,Male,Arts,4.7,4.0,2.7,Yes,78.6,5.3,Poor,1,PhD,Low,4.3,Yes,2.85,7,6.4,No,2,12.2,Quiet Room,No,High,7,5,10,Auditory,3.1,78
123628,19,Male,Arts,5.6,1.9,2.8,No,47.0,8.8,Poor,7,Some College,Low,3.9,No,4.0,3,6.3,No,4,11.2,Cafe,Yes,Low,6,6,9,Auditory,5.1,100
103229,26,Male,Computer Science,6.341027790061951,5.0,3.0,No,52.5,8.7,Good,4,Master,Medium,7.9,No,4.0,7,3.1,No,2,14.8,Co-Learning Group,Yes,High,7,5,10,Reading,4.9,100
139554,24,Other,Biology,3.7,1.7,2.7,No,51.9,4.0,Fair,1,Bachelor,High,6.1,No,3.12,7,3.4,No,5,9.6,Library,Yes,Low,7,4,10,Visual,3.9,69
105467,23,Other,Engineering,5.3,2.4,2.6,No,97.5,8.8,Poor,7,PhD,Low,7.6,Yes,4.0,1,3.9,No,3,11.7,Cafe,No,Medium,10,8,7,Auditory,9.3,100
107198,21,Female,Computer Science,2.132819450664278,3.7,0.9,No,58.7,4.2,Good,6,Master,Low,6.6,Yes,3.86,6,7.3,No,0,8.1,Quiet Room,No,High,5,10,5,Visual,6.5,93
173347,17,Male,Business,3.7,0.7,4.0,No,74.7,7.4,Good,6,Master,Low,10.0,Yes,4.0,4,2.2,No,3,10.1,Dorm,No,Medium,10,10,5,Reading,2.3,98
135494,26,Female,Engineering,2.7,3.7,0.5,No,83.6,7.2,Fair,5,Bachelor,High,8.5,Yes,3.23,4,5.6,No,0,8.3,Co-Learning Group,Yes,Low,4,10,5,Auditory,4.8,80
100377,20,Male,Computer Science,6.306549553489886,4.1,2.0,Yes,73.1,7.1,Good,4,High School,Low,6.6,No,4.0,7,5.6,No,1,13.5,Co-Learning Group,Yes,Low,6,7,8,Kinesthetic,2.6,100
132990,25,Male,Computer Science,6.953188022225814,3.1,0.7,Yes,67.8,4.8,Good,5,High School,Medium,6.4,No,3.17,4,4.9,No,1,12.7,Cafe,No,Low,10,2,10,Reading,7.0,79
117615,27,Male,Engineering,2.5,2.4,2.0,No,75.9,5.8,Good,1,Bachelor,Low,6.9,Yes,4.0,7,7.2,No,5,7.9,Co-Learning Group,Yes,High,1,8,7,Reading,9.5,100
114778,23,Female,Psychology,6.2,4.7,2.6,Yes,61.8,7.2,Poor,2,High School,Medium,4.7,No,4.0,7,5.6,No,5,14.5,Quiet Room,No,Medium,5,3,10,Reading,9.7,99
155578,16,Other,Psychology,2.3,4.7,0.3,Yes,75.3,4.5,Good,5,Master,Low,4.9,Yes,2.98,5,8.3,No,3,8.6,Library,Yes,High,8,10,5,Visual,2.7,73
134434,26,Male,Computer Science,7.854656272715079,4.4,0.4,Yes,97.7,6.7,Fair,0,High School,High,1.6,Yes,4.0,4,1.0,No,5,13.5,Library,No,Medium,10,6,9,Kinesthetic,1.3,99
122992,21,Male,Psychology,0.8,2.9,2.4,No,99.5,7.9,Good,6,Bachelor,Medium,4.5,Yes,3.44,1,7.2,No,3,6.2,Quiet Room,Yes,Medium,8,5,10,Kinesthetic,7.1,90
169803,17,Other,Arts,5.0,4.2,1.8,Yes,87.0,6.7,Fair,6,Bachelor,Medium,4.9,Yes,4.0,4,3.2,No,1,11.9,Co-Learning Group,Yes,High,2,2,10,Kinesthetic,4.0,100
110345,16,Female,Engineering,3.4,4.4,2.3,No,58.5,6.5,Good,7,Master,Low,5.0,No,4.0,6,7.3,No,0,10.6,Quiet Room,Yes,High,10,6,9,Reading,5.1,96
159841,23,Male,Engineering,3.4,2.7,0.1,Yes,51.0,4.8,Fair,0,High School,High,5.8,Yes,3.62,4,5.4,No,4,6.6,Cafe,Yes,High,10,7,8,Reading,5.5,85
142464,22,Other,Business,0.0,2.6,2.7,No,76.5,8.6,Good,6,Master,High,9.5,No,2.66,8,6.0,No,1,6.5,Cafe,Yes,Medium,7,2,10,Kinesthetic,4.9,73
170766,23,Male,Engineering,4.6,2.4,1.6,Yes,57.1,5.6,Fair,1,PhD,Medium,4.0,Yes,4.0,3,4.4,No,2,9.8,Co-Learning Group,No,High,4,9,6,Reading,5.4,90
107817,26,Male,Biology,1.5,4.1,2.7,Yes,95.7,7.9,Poor,0,Some College,High,7.1,Yes,4.0,8,2.9,No,0,9.2,Quiet Room,No,High,5,3,10,Reading,6.9,99
146412,28,Other,Computer Science,2.1037695498702047,4.5,1.4,No,76.8,8.0,Poor,2,Master,Medium,8.1,Yes,3.35,5,5.3,No,1,9.1,Quiet Room,Yes,Medium,3,4,10,Kinesthetic,8.6,85
134394,26,Female,Engineering,1.6,0.0,2.7,No,57.6,6.2,Poor,3,High School,High,10.0,No,2.77,8,6.2,No,4,5.3,Cafe,No,Medium,2,7,8,Reading,5.3,79
124766,17,Female,Psychology,4.7,2.9,2.0,No,53.5,5.3,Good,6,High School,Medium,4.4,No,4.0,4,3.5,No,1,10.1,Dorm,No,High,8,9,6,Auditory,3.6,98
175644,19,Female,Computer Science,2.5204645334942724,4.7,0.1,No,78.7,4.3,Good,5,PhD,Low,5.5,No,3.48,3,7.1,No,2,8.9,Library,Yes,Low,3,2,10,Reading,3.7,83
171044,24,Male,Arts,1.5,3.4,0.1,No,60.1,5.5,Fair,4,High School,Low,8.2,No,4.0,1,5.2,No,0,6.6,Cafe,No,High,8,10,5,Visual,2.3,100
107731,22,Male,Business,3.6,1.3,2.8,Yes,77.1,8.0,Good,0,Master,Low,7.3,No,3.69,5,4.0,No,4,7.9,Co-Learning Group,No,Medium,8,6,9,Reading,3.6,86
166115,28,Other,Engineering,3.0,1.4,2.9,Yes,89.6,7.6,Good,7,PhD,High,6.1,No,4.0,3,5.1,No,3,8.6,Cafe,No,High,7,2,10,Kinesthetic,6.5,97
131311,18,Female,Computer Science,4.745096390349614,3.8,1.7,No,89.2,8.6,Fair,6,High School,Medium,8.7,Yes,4.0,1,4.0,No,5,11.8,Library,Yes,Low,8,6,9,Reading,5.3,100
148479,18,Other,Business,1.1,1.9,3.8,Yes,49.5,6.9,Good,3,High School,High,5.8,Yes,2.74,4,3.2,No,1,8.0,Library,Yes,Low,8,1,10,Visual,1.5,67
175336,20,Male,Psychology,4.9,2.6,1.1,Yes,49.6,8.9,Fair,2,PhD,Medium,3.6,No,4.0,2,6.3,No,4,9.7,Dorm,No,High,10,10,5,Kinesthetic,9.3,92
115230,16,Female,Psychology,5.2,4.8,2.8,Yes,90.1,7.5,Good,2,Bachelor,Low,6.5,Yes,4.0,7,5.2,No,2,14.8,Cafe,No,High,3,7,8,Kinesthetic,1.8,100
144821,24,Female,Psychology,2.8,2.0,2.0,Yes,77.2,7.6,Good,5,Some College,Medium,8.8,Yes,4.0,2,4.3,No,3,7.8,Quiet Room,No,Low,4,7,8,Kinesthetic,7.2,96
163843,26,Other,Business,2.3,4.7,3.0,Yes,40.8,6.1,Fair,7,Some College,Low,6.9,Yes,2.88,4,7.0,No,5,11.8,Library,Yes,High,5,5,10,Visual,6.6,67
161565,23,Male,Biology,2.4,2.2,3.6,Yes,65.5,6.7,Good,2,Some College,Low,6.1,Yes,3.74,6,2.5,No,5,10.1,Cafe,Yes,Low,9,3,10,Reading,8.6,98
105246,18,Other,Computer Science,3.5090563545017868,0.6,3.2,No,96.9,7.7,Good,1,High School,High,7.3,Yes,3.91,6,3.0,No,3,9.0,Library,Yes,High,5,4,10,Auditory,7.0,100
150420,17,Male,Arts,1.0,2.0,1.5,No,84.3,6.5,Poor,6,Master,Medium,3.0,Yes,3.01,5,2.7,No,2,6.0,Dorm,No,Medium,6,10,5,Visual,4.3,73
120515,22,Female,Arts,7.0,1.5,0.5,Yes,52.8,7.7,Good,3,PhD,Low,6.8,No,3.93,7,3.4,No,2,10.6,Co-Learning Group,No,Medium,10,9,6,Auditory,9.4,100
141221,21,Female,Arts,3.1,2.8,2.8,No,69.1,6.2,Fair,5,Bachelor,Medium,9.5,Yes,3.38,3,1.6,No,1,8.9,Quiet Room,No,High,9,4,10,Kinesthetic,4.7,83
105048,19,Male,Engineering,6.5,0.6,0.5,Yes,55.0,7.3,Good,7,Master,High,6.6,No,3.7,4,4.2,No,4,9.2,Dorm,Yes,High,2,6,9,Auditory,7.0,90
174232,16,Other,Biology,3.3,3.5,0.3,No,70.4,8.2,Fair,7,Some College,High,6.3,Yes,4.0,8,5.4,No,5,8.0,Quiet Room,Yes,Medium,2,8,7,Reading,3.8,100
114688,16,Other,Business,6.4,3.7,2.8,No,85.6,8.6,Good,1,Master,Low,4.7,Yes,3.81,8,3.2,No,4,13.2,Dorm,Yes,High,7,5,10,Auditory,2.9,99
116413,27,Female,Psychology,1.7,3.7,1.9,No,83.3,10.1,Poor,1,Master,Low,7.5,Yes,4.0,8,4.5,No,3,9.0,Cafe,Yes,High,6,7,8,Reading,3.7,98
115347,20,Male,Engineering,3.9,1.2,1.4,No,55.1,6.9,Fair,2,Master,Low,7.5,Yes,3.46,4,3.6,No,3,8.3,Quiet Room,Yes,Low,5,5,10,Visual,6.2,83
149503,24,Female,Engineering,0.3,2.0,3.2,Yes,97.8,6.5,Fair,5,PhD,Low,4.6,Yes,2.39,5,10.0,No,4,5.7,Dorm,Yes,Medium,8,4,10,Reading,2.2,61
126452,24,Male,Computer Science,5.150483546828099,2.4,0.8,Yes,77.9,10.0,Fair,7,PhD,High,6.9,No,3.94,6,5.3,No,5,8.9,Co-Learning Group,No,High,2,2,10,Reading,5.1,100
179946,23,Male,Biology,4.0,2.8,1.7,No,98.1,4.6,Poor,3,Some College,Medium,6.0,No,4.0,8,6.5,No,4,10.5,Library,No,High,8,8,7,Visual,7.7,99
120415,26,Other,Psychology,4.3,3.2,3.2,No,51.7,7.7,Poor,4,Master,High,5.7,No,3.57,1,4.1,No,5,12.2,Quiet Room,Yes,Medium,10,10,5,Reading,6.3,97
130942,27,Male,Biology,4.6,2.6,0.6,No,63.1,7.8,Fair,6,Some College,Medium,3.5,Yes,4.0,7,2.7,No,1,8.0,Dorm,No,Medium,7,8,7,Auditory,3.3,100
149772,23,Female,Arts,5.0,3.7,0.7,Yes,97.2,7.9,Good,2,PhD,Low,6.2,Yes,4.0,5,6.2,No,2,11.0,Dorm,No,Medium,4,5,10,Visual,3.6,95
110966,27,Female,Computer Science,3.3939236613203465,4.8,3.9,No,50.1,7.5,Good,1,Master,Low,3.7,Yes,3.41,3,8.2,No,5,12.9,Quiet Room,No,High,9,5,10,Auditory,8.8,88
118868,26,Other,Arts,1.9,3.2,1.8,No,57.9,5.2,Good,4,Master,Low,7.8,Yes,2.63,1,3.8,No,2,7.2,Cafe,No,Medium,5,8,7,Kinesthetic,2.6,61
174947,28,Female,Engineering,6.8,2.6,3.8,Yes,42.1,8.3,Good,3,Some College,High,7.8,No,3.04,5,4.1,No,4,14.6,Co-Learning Group,No,Medium,8,5,10,Reading,9.3,76
116771,23,Other,Engineering,6.5,4.2,1.4,No,73.7,7.8,Fair,1,Master,Low,8.0,Yes,4.0,3,3.4,No,0,12.3,Quiet Room,Yes,High,8,1,10,Reading,4.4,100
162477,22,Other,Engineering,6.0,4.2,0.2,Yes,91.4,6.1,Good,5,High School,Low,8.5,No,4.0,7,3.7,No,3,12.0,Quiet Room,Yes,High,8,9,6,Kinesthetic,6.0,94
154601,22,Male,Biology,6.2,1.0,1.2,Yes,96.3,6.9,Poor,2,Master,Medium,5.6,Yes,3.55,1,5.6,No,5,8.6,Co-Learning Group,No,Medium,1,5,10,Kinesthetic,2.0,85
130996,16,Male,Arts,3.9,0.7,0.1,Yes,86.8,4.9,Fair,7,Master,Low,6.0,No,4.0,6,4.6,No,4,5.4,Library,No,High,4,2,10,Kinesthetic,2.9,100
117163,24,Other,Business,0.0,2.3,1.8,Yes,43.0,6.0,Poor,1,PhD,High,5.1,No,4.0,2,3.3,No,3,5.8,Dorm,Yes,Medium,3,6,9,Reading,3.7,100
119791,20,Other,Arts,4.3,4.3,3.1,Yes,47.1,8.5,Fair,4,High School,High,8.0,No,2.95,6,7.4,No,2,12.5,Cafe,Yes,Low,2,5,10,Kinesthetic,8.1,56
163758,19,Other,Computer Science,7.812635519690667,2.0,2.8,No,80.4,9.3,Good,2,PhD,Low,4.8,Yes,3.77,7,5.2,No,2,13.0,Cafe,Yes,Medium,8,9,6,Auditory,6.6,82
160741,19,Other,Psychology,4.2,3.5,3.7,Yes,90.9,4.7,Good,4,Some College,High,9.8,No,4.0,5,4.3,No,5,12.3,Quiet Room,No,High,3,7,8,Kinesthetic,3.9,100
127862,25,Female,Psychology,1.4,3.2,3.2,No,76.0,8.4,Good,1,Some College,Low,4.6,Yes,3.54,2,10.0,No,3,9.5,Cafe,Yes,Medium,9,7,8,Auditory,7.6,91
158187,16,Male,Biology,4.5,0.7,1.7,No,78.4,6.8,Fair,6,Bachelor,Low,4.3,No,3.39,1,5.8,No,5,7.5,Library,No,High,4,3,10,Visual,7.3,85
148499,23,Other,Arts,2.5,2.5,1.5,Yes,89.0,6.4,Fair,4,Some College,Medium,1.0,Yes,4.0,8,7.1,No,0,7.5,Co-Learning Group,No,Medium,3,3,10,Reading,5.9,99
173452,26,Other,Psychology,3.0,2.0,3.1,Yes,52.8,8.6,Good,4,Some College,Medium,6.7,Yes,2.52,4,5.1,No,2,9.9,Cafe,No,High,2,3,10,Kinesthetic,5.5,61
132995,17,Other,Arts,1.2,2.6,0.7,Yes,67.0,6.8,Good,4,Bachelor,Low,5.9,No,3.12,7,4.5,No,1,5.1,Library,Yes,Medium,1,6,9,Auditory,3.2,77
140841,17,Other,Business,3.6,0.6,4.0,Yes,69.0,5.3,Good,2,PhD,Medium,7.1,No,3.82,3,5.7,No,1,9.1,Library,No,High,1,6,9,Visual,8.3,94
153254,27,Female,Engineering,4.6,4.0,3.3,No,41.0,8.7,Good,5,Some College,High,8.4,Yes,3.66,2,1.0,No,1,12.4,Library,Yes,High,5,2,10,Auditory,9.8,93
171412,28,Female,Computer Science,7.794269051607132,2.5,1.8,No,57.8,5.7,Good,2,Some College,High,8.2,No,3.01,5,4.0,No,1,14.0,Library,No,Low,9,4,10,Reading,5.6,78
160992,25,Male,Engineering,0.1,0.3,2.2,Yes,94.7,5.3,Good,1,Some College,Medium,8.0,Yes,2.55,4,5.5,No,4,2.7,Dorm,No,Medium,4,8,7,Kinesthetic,4.0,58
118859,25,Other,Arts,4.6,3.7,1.5,No,70.0,8.0,Fair,5,High School,High,4.8,Yes,2.86,7,6.3,No,2,10.1,Dorm,No,Low,9,9,6,Visual,8.7,73
159410,22,Female,Computer Science,8.613857643179752,2.2,3.5,No,80.6,9.2,Poor,2,Master,Medium,8.2,No,4.0,7,5.2,No,4,14.7,Quiet Room,No,High,8,5,10,Reading,3.5,100
130959,17,Female,Biology,7.2,0.7,1.8,No,93.6,7.0,Good,4,Master,Low,2.5,Yes,3.89,3,7.3,No,0,10.3,Co-Learning Group,Yes,Low,2,1,10,Kinesthetic,5.8,100
147029,26,Other,Arts,6.4,3.7,0.6,Yes,71.5,8.2,Good,0,High School,Low,4.6,No,4.0,5,4.2,No,0,11.7,Cafe,No,Medium,1,1,10,Kinesthetic,2.0,100
170554,20,Other,Arts,2.7,4.5,0.5,No,41.5,6.1,Good,6,Some College,Low,5.5,No,2.85,8,5.8,No,3,8.2,Co-Learning Group,No,Medium,7,1,10,Visual,8.5,72
128567,18,Female,Psychology,5.1,4.8,1.3,No,59.5,7.5,Good,5,High School,High,7.4,Yes,4.0,5,7.3,No,2,11.5,Dorm,No,High,10,4,10,Auditory,7.6,90
118792,26,Male,Computer Science,3.9518238957366583,1.8,2.9,Yes,74.1,7.9,Good,6,Some College,Medium,4.1,No,3.71,2,8.7,Yes,2,10.0,Cafe,No,Low,2,2,10,Visual,7.7,100
110757,28,Female,Biology,1.5,0.6,3.6,No,71.5,8.2,Good,0,High School,High,2.9,No,2.38,1,6.7,No,4,6.4,Library,Yes,Medium,6,2,10,Auditory,4.6,57
163751,23,Male,Arts,0.8,0.3,0.4,Yes,42.1,9.4,Good,1,Bachelor,Medium,5.9,Yes,3.29,5,3.0,No,5,2.4,Quiet Room,No,High,6,7,8,Kinesthetic,7.9,90
113603,21,Other,Psychology,1.0,1.2,1.4,Yes,77.9,7.3,Good,4,Bachelor,Medium,7.7,Yes,3.58,4,3.7,No,5,5.2,Dorm,No,High,4,1,10,Kinesthetic,6.8,89
160498,26,Other,Psychology,4.7,5.0,0.2,Yes,41.4,6.6,Good,6,PhD,Low,9.8,Yes,3.47,4,2.6,No,4,11.7,Co-Learning Group,No,Medium,7,6,9,Auditory,8.3,92
155072,20,Female,Psychology,9.8,2.4,2.1,Yes,70.7,7.5,Good,1,High School,Medium,6.5,No,3.3,7,5.7,No,2,14.8,Co-Learning Group,Yes,Low,2,3,10,Visual,6.9,84
130861,28,Male,Arts,1.0,4.3,1.5,Yes,49.4,6.2,Poor,4,Some College,High,7.3,No,4.0,7,6.3,No,3,8.5,Library,No,Medium,4,10,5,Visual,5.9,94
104029,16,Male,Psychology,6.0,2.6,0.7,Yes,79.1,8.0,Good,3,Some College,High,7.5,Yes,3.88,5,6.0,No,0,10.2,Library,Yes,High,6,9,6,Visual,9.7,100
167449,24,Other,Engineering,2.3,1.2,1.3,No,42.7,9.9,Good,4,Bachelor,High,8.1,No,4.0,8,5.2,No,4,5.6,Library,No,Low,6,3,10,Visual,7.3,100
165706,24,Other,Arts,4.4,0.6,0.0,Yes,84.6,7.4,Fair,3,High School,Medium,9.6,Yes,2.81,1,6.0,No,0,5.2,Library,No,Medium,3,2,10,Kinesthetic,8.8,68
175625,19,Other,Psychology,3.6,0.6,3.0,No,57.8,6.3,Fair,4,Bachelor,Medium,7.5,No,3.26,6,4.3,No,4,7.4,Cafe,Yes,Low,1,8,7,Visual,9.3,87
152268,27,Male,Business,5.2,0.3,1.0,No,74.2,6.2,Good,7,Bachelor,High,8.0,No,4.0,2,3.3,No,1,7.7,Cafe,No,High,7,7,8,Reading,8.5,100
105569,16,Female,Arts,2.9,2.7,1.4,Yes,75.6,6.4,Fair,4,Some College,High,5.1,Yes,4.0,4,5.4,No,1,8.7,Dorm,No,High,5,10,5,Visual,1.0,98
127325,27,Female,Computer Science,7.693225095512862,1.6,0.7,Yes,75.1,4.0,Good,4,Some College,High,10.0,Yes,3.71,3,4.1,No,1,11.3,Dorm,No,Medium,9,6,9,Kinesthetic,5.4,98
115994,19,Other,Computer Science,9.708024486812644,1.7,2.6,Yes,46.2,5.1,Good,4,Master,High,9.8,Yes,4.0,2,5.1,No,0,15.0,Cafe,Yes,High,10,3,10,Reading,2.9,97
149969,28,Female,Computer Science,6.33619735492089,4.5,0.3,No,86.4,6.5,Good,6,Bachelor,High,6.7,No,3.15,6,5.1,No,4,12.8,Dorm,No,High,3,6,9,Kinesthetic,6.2,82
137541,26,Female,Business,6.8,0.2,1.6,Yes,54.3,8.8,Fair,1,Bachelor,High,4.3,Yes,3.77,1,4.3,No,1,9.4,Cafe,Yes,Medium,9,2,10,Reading,6.4,94
142354,27,Other,Computer Science,3.628621283183655,1.0,1.4,No,48.6,6.9,Fair,1,High School,Low,6.2,No,2.69,4,4.0,No,2,7.2,Cafe,No,High,8,7,8,Reading,3.8,58
146243,24,Other,Business,4.2,4.3,1.2,No,40.5,4.3,Good,3,PhD,Low,7.6,No,3.6,5,9.7,No,5,10.3,Library,Yes,High,9,9,6,Visual,4.0,91
148338,22,Other,Business,2.1,4.4,0.7,No,56.5,7.1,Good,1,Some College,High,8.0,Yes,3.62,3,3.2,No,1,8.8,Quiet Room,No,High,1,4,10,Reading,4.9,90
101214,20,Female,Engineering,3.0,3.1,3.3,No,58.2,8.1,Poor,4,Some College,Low,8.8,Yes,3.4,1,4.4,No,0,11.0,Co-Learning Group,No,Low,5,9,6,Kinesthetic,2.3,90
142843,28,Male,Business,5.2,0.9,1.9,Yes,63.5,6.9,Good,0,High School,Medium,10.0,No,4.0,3,4.7,No,5,9.6,Co-Learning Group,Yes,Low,5,5,10,Reading,1.7,92
145458,19,Other,Arts,1.4,4.1,0.5,Yes,93.0,10.1,Good,5,Bachelor,Medium,7.3,Yes,4.0,3,4.5,No,4,6.3,Library,Yes,High,8,6,9,Auditory,1.8,90
152260,20,Male,Arts,3.7,2.5,2.8,Yes,60.3,8.6,Fair,4,Some College,Low,6.7,No,3.43,1,3.1,No,1,11.0,Library,Yes,High,2,5,10,Kinesthetic,6.2,85
100010,16,Other,Arts,0.0,2.7,0.2,No,44.1,6.9,Poor,2,Some College,High,7.8,Yes,4.0,1,3.7,No,3,3.9,Co-Learning Group,Yes,Medium,2,10,5,Visual,3.2,100
104170,25,Male,Engineering,8.2,4.0,1.1,Yes,55.0,8.6,Good,0,PhD,High,6.1,Yes,4.0,8,7.1,No,5,13.9,Cafe,No,Low,10,8,7,Reading,8.7,100
142457,18,Other,Business,10.0,0.2,1.8,No,90.5,7.4,Fair,1,Some College,Low,7.6,Yes,3.91,1,2.1,No,2,12.3,Co-Learning Group,No,High,2,10,5,Reading,5.3,97
108445,16,Male,Computer Science,3.4595833575008927,2.6,0.9,No,44.2,10.5,Poor,2,Bachelor,Low,7.4,Yes,4.0,8,2.3,No,3,8.3,Dorm,Yes,High,9,7,8,Reading,6.3,96
176930,28,Female,Psychology,1.3,3.1,2.5,No,93.7,5.7,Fair,7,High School,High,9.9,Yes,3.53,1,3.2,No,3,8.2,Cafe,No,Medium,7,1,10,Auditory,5.5,86
119661,20,Male,Business,2.6,4.5,1.8,Yes,94.4,6.8,Good,3,Master,Medium,6.3,No,4.0,7,1.0,No,4,9.9,Library,No,Low,6,5,10,Auditory,9.0,94
107461,16,Male,Arts,1.9,4.8,2.1,No,55.5,5.5,Good,2,PhD,High,7.3,No,2.57,8,1.3,No,2,8.9,Co-Learning Group,No,Low,3,2,10,Visual,4.0,66
135519,21,Other,Computer Science,4.102707778191359,3.7,1.4,No,78.5,7.1,Poor,5,Some College,High,5.6,No,4.0,5,3.8,No,5,9.4,Cafe,No,Medium,3,9,6,Kinesthetic,7.1,92
150835,19,Other,Arts,4.6,0.9,3.4,No,59.6,6.2,Fair,3,Some College,Low,8.1,Yes,4.0,7,3.1,No,1,9.3,Quiet Room,No,High,4,9,6,Visual,4.0,100
119331,25,Female,Computer Science,4.766834597797988,1.2,1.0,No,80.4,7.7,Good,5,High School,Low,6.7,No,3.11,6,4.9,No,5,7.3,Co-Learning Group,No,Medium,9,6,9,Visual,1.0,85
135548,18,Female,Psychology,2.8,2.0,4.0,Yes,88.6,8.3,Fair,4,High School,High,5.7,Yes,3.88,5,3.6,No,2,8.8,Dorm,Yes,Low,5,5,10,Visual,6.3,98
154953,16,Female,Business,4.0,4.7,3.5,No,92.6,10.5,Poor,4,Master,High,10.0,Yes,3.6,1,5.8,No,5,14.1,Co-Learning Group,No,Low,8,3,10,Auditory,2.9,89
104563,16,Female,Computer Science,6.752845586005852,4.5,3.6,No,94.7,7.3,Fair,3,Bachelor,High,7.6,Yes,3.34,4,8.2,No,3,15.7,Quiet Room,No,Low,9,9,6,Reading,2.4,87
151035,16,Female,Arts,4.4,3.0,3.2,Yes,48.1,8.3,Fair,0,Some College,Low,7.6,No,3.25,1,3.4,No,0,11.7,Quiet Room,Yes,High,1,3,10,Kinesthetic,5.7,85
111064,26,Male,Engineering,3.9,0.1,0.6,No,55.3,6.7,Good,3,PhD,Medium,4.6,No,2.39,2,7.5,No,0,5.6,Quiet Room,No,Low,2,1,10,Visual,3.7,61
128831,17,Other,Business,0.0,3.4,1.0,No,86.6,6.0,Poor,2,High School,Low,6.0,No,2.91,6,4.5,No,4,5.8,Dorm,No,High,8,6,9,Kinesthetic,9.0,74
122191,19,Other,Psychology,3.4,0.6,0.4,Yes,66.0,5.8,Poor,6,Some College,Low,6.1,No,3.55,8,7.8,No,0,4.8,Cafe,Yes,High,9,1,10,Kinesthetic,3.9,86
